,Name,Price,Price per,Unit,Packet Size,Supermarket,Category
14,Aldi Süd Bock Würstchen,"5,49 €","3,33 €",Preis pro 1 KG,(Dose 1650 Gramm),aldi-sued,Konserven
15,Gartenkrone Cornichons fein verlesen,"0,99 €","1,48 €",Preis pro 1 KG,(Glas 670 Gramm),aldi-sued,Konserven
16,"Sweet Valley Ananas in Scheiben, leicht gezuckert","1,49 €","1,75 €",Preis pro 1 Liter,(Dose 850 ML),aldi-sued,Konserven
17,"Sweet Valley Pfirsiche Choice halbe Frucht, gezuckert","1,19 €","1,45 €",Preis pro 1 KG,(Dose 820 Gramm),aldi-sued,Konserven
18,Wonnemeyer Karotten Salat mit Sahne,"0,59 €","1,11 €",Preis pro 1 KG,(Glas 530 Gramm),aldi-sued,Konserven
19,Gartenkrone Feinwürzige Gurken Feurig pikant,"0,39 €","0,98 €",Preis pro 1 KG,(Dose 400 Gramm),aldi-sued,Konserven
20,Gartenkrone Aldi Süd Junge Erbsen sehr fein,"0,45 €","0,13 €",Preis pro 100 Gramm,(Dose 340 Gramm),aldi-sued,Konserven
21,Gartenkrone Sonnenmais,"0,45 €","0,66 €",Preis pro 1 KG,(Dose 680 Gramm),aldi-sued,Konserven
22,Gartenkrone Apfel Rotkohl gebunden,"0,89 €","0,45 €",Preis pro 100 Gramm,(Dose 200 Gramm),aldi-sued,Konserven
23,Armada Heringsfilets Tomaten-Cocktail,"2,59 €","0,76 €",Preis pro 100 Gramm,(Dose 340 Gramm),aldi-sued,Konserven
24,Südamerikanisches Corned Beef Spitzenqualität,"0,89 €","1,31 €",Preis pro 1 KG,(Glas 680 Gramm),aldi-sued,Konserven
25,"Gartenkrone Schattenmorellen entsteint, gezuckert","1,09 €","0,56 €",Preis pro 100 Gramm,(Dose 195 Gramm),aldi-sued,Konserven
26,Armada Thunfisch Filet in eigenem Saft,"0,85 €","0,43 €",Preis pro 100 Gramm,(Dose 200 Gramm),aldi-sued,Konserven
27,Armada Heringsfilets Gourmet-Platte Classic,"0,39 €","0,78 €",Preis pro 1 Liter,(Getränkekarton 500 ML),aldi-sued,Konserven
28,Gartenkrone Tomaten passiert,"0,39 €","0,92 €",Preis pro 1 Liter,(Dose 425 ML),aldi-sued,Konserven
29,Gartenkrone Junge Erbsen mit Möhrchen extra fein,"0,99 €","1,24 €",Preis pro 1 KG,(Dose 800 Gramm),aldi-sued,Konserven
30,Gartenkrone Prinzessbohnen fein,"0,59 €","1,48 €",Preis pro 1 KG,(Dose 400 Gramm),aldi-sued,Konserven
31,Landvogt Aldi Süd Leberspätzle,"1,69 €","0,47 €",Preis pro 100 Gramm,(Packung 360 Gramm),aldi-sued,Konserven
32,"Gartenkrone Wein-Sauerkraut mild, aus erntefrischem Weißkohl","0,35 €","0,70 €",Preis pro 1 KG,(Beutel 500 Gramm),aldi-sued,Konserven
33,Gartenkrone Kidney Bohnen rot,"0,35 €","0,82 €",Preis pro 1 KG,(Dose 425 Gramm),aldi-sued,Konserven
34,Primana Fleischbällchen Topf Möhre mit 200 g Fleischbällchen,"1,49 €","1,86 €",Preis pro 1 KG,(Dose 800 Gramm),aldi-sued,Konserven
35,Happy Harvest Champignons 1. Wahl - ganze Köpfe,"0,99 €","2,48 €",Preis pro 1 KG,(Dose 400 Gramm),aldi-sued,Konserven
36,Almare Bismarckhering,"1,39 €","2,78 €",Preis pro 1 KG,(Glas 500 Gramm),aldi-sued,Konserven
37,Gourmet Finest Cuicine Preiselbeeren mit Cranberry,"0,29 €","0,73 €",Preis pro 1 KG,(Dose 400 Gramm),aldi-sued,Konserven
38,"Happy Harvest Tomaten geschält, in Tomatensaft","0,25 €","0,50 €",Preis pro 1 KG,(Getränkekarton 500 Gramm),aldi-sued,Konserven
39,Happy Harvest Tomaten passiert,"0,79 €","0,28 €",Preis pro 100 Gramm,(Glas 280 Gramm),aldi-sued,Konserven
40,Happy Harvest Aldi Süd Champignons 1. Wahl - geschnitten,"0,29 €","0,71 €",Preis pro 1 KG,(Dose 410 Gramm),aldi-sued,Konserven
41,Happy Harvest Aldi Süd Kidney-Bohnen Rot,"1,69 €","2,11 €",Preis pro 1 KG,(Dose 800 Gramm),aldi-sued,Konserven
42,Cucina Ravioli mit Sauce Bolognese,"0,99 €","1,24 €",Preis pro 1 KG,(Dose 800 Gramm),aldi-sued,Konserven
43,Primana Fleischbällchen Topf Nudel mit 200 g Fleischbällchen,"0,79 €","0,22 €",Preis pro 100 Gramm,(Glas 360 Gramm),aldi-sued,Konserven
44,bio Apfelmus,"0,45 €","0,63 €",Preis pro 1 KG,(Getränkekarton 710 Gramm),aldi-sued,Konserven
45,Gartenkrone Apfelmus,"0,89 €","0,28 €",Preis pro 100 Gramm,(Glas 320 Gramm),aldi-sued,Konserven
46,bio Aldi Süd Rote Bete,"0,89 €","0,28 €",Preis pro 100 Gramm,(Glas 320 Gramm),aldi-sued,Konserven
47,bio Aldi Süd Karotten Salat,"0,59 €","1,18 €",Preis pro 1 KG,(Packung 500 Gramm),aldi-sued,Konserven
48,"Gartenkrone Arrabbiata passierte Tomaten, scharf","1,59 €","3,98 €",Preis pro 1 Liter,(Dose 400 ML),aldi-sued,Konserven
49,bio Linsen Eintopf,"1,29 €","0,35 €",Preis pro 100 ml,(Glas 370 ML),aldi-sued,Konserven
50,Armada Tintenfisch mediterran gewürzt,"0,59 €","0,47 €",Preis pro 100 Gramm,(Dose 125 Gramm),aldi-sued,Konserven
51,"Ikebana Spargel weiß, geschält","0,99 €","0,27 €",Preis pro 100 ml,(Glas 370 ML),aldi-sued,Konserven
52,Armada Sardinen mit Zitrone,"1,49 €","2,98 €",Preis pro 1 KG,(Becher 500 Gramm),aldi-sued,Konserven
53,Gartenkrone Aldi Süd Weisser Spargel in Stangen,"0,99 €","2,33 €",Preis pro 1 Liter,(Dose 425 ML),aldi-sued,Konserven
54,Lyttos Oliven gefüllt mit Paprikapaste und Fetakäse,"0,85 €","0,44 €",Preis pro 100 Gramm,(Dose 195 Gramm),aldi-sued,Konserven
55,Armada Thunfisch Filet in Öl,"0,59 €","1,18 €",Preis pro 1 KG,(Packung 500 Gramm),aldi-sued,Konserven
56,"Gartenkrone Basilico passierte Tomaten, mit Basilikum","1,99 €","2,49 €",Preis pro 1 KG,(Dose 800 Gramm),aldi-sued,Konserven
57,Primana Jägertopf,"1,99 €","2,49 €",Preis pro 1 KG,(Dose 800 Gramm),aldi-sued,Konserven
58,Primana Burgundertopf,"1,49 €","0,47 €",Preis pro 100 ml,(Glas 314 ML),aldi-sued,Konserven
59,Gartenkrone Gurkenhappen nach schlesischer Art,"1,49 €","4,75 €",Preis pro 1 Liter,(Glas 314 ML),aldi-sued,Konserven
60,bio Champignons in Scheiben medium,"1,59 €","3,98 €",Preis pro 1 Liter,(Dose 400 ML),aldi-sued,Konserven
61,bio Champignons ganze Köpfe,"1,59 €","3,98 €",Preis pro 1 Liter,(Dose 400 ML),aldi-sued,Konserven
62,bio Gemüse Eintopf,"1,69 €","2,11 €",Preis pro 1 KG,(Dose 800 Gramm),aldi-sued,Konserven
63,bio Erbsen Eintopf,"1,15 €","12,60 €",Preis pro 1 KG,(Dose 325 ),aldi-sued,Konserven
64,Primana  Herzhaft Wurstragout,"1,59 €","1,99 €",Preis pro 1 KG,(Dose 800 Gramm),aldi-sued,Konserven
65,Armada Thunfisch Röllchen Hot Chili,"0,55 €","0,77 €",Preis pro 1 KG,(Getränkekarton 710 Gramm),aldi-sued,Konserven
66,Primana  Herzhaft Cevapcici,"1,69 €","2,11 €",Preis pro 1 KG,(Dose 800 Gramm),aldi-sued,Konserven
67,Primana Gulaschtopf mit Nudeln,"1,39 €","1,74 €",Preis pro 1 KG,(Glas 800 Gramm),aldi-sued,Konserven
68,Armada Thunfisch Röllchen Gewürz Ketchup,"0,85 €","0,43 €",Preis pro 100 Gramm,(Dose 200 Gramm),aldi-sued,Konserven
69,Armada Thunfisch Röllchen Asia,"0,85 €","0,43 €",Preis pro 100 Gramm,(Dose 200 Gramm),aldi-sued,Konserven
70,Bon Appetit/ Aldi Süd Rillettes mit Entenfleisch nach französischer Art,"0,85 €","0,43 €",Preis pro 100 Gramm,(Dose 200 Gramm),aldi-sued,Konserven
71,"Sweet Valley Birnen Williams Christ, halbe Frucht, gezuckert","1,29 €","0,35 €",Preis pro 100 ml,(Glas 370 ML),aldi-sued,Konserven
72,Armada Heringsfilets Senf-Dijon-Sauce,"1,19 €","1,45 €",Preis pro 1 KG,(Dose 820 Gramm),aldi-sued,Konserven
73,Armada Heringsfilets Gewürz-Ketchup,"0,79 €","0,32 €",Preis pro 100 Gramm,(Glas 250 Gramm),aldi-sued,Konserven
74,Armada Heringsfilets Mango-Pfeffer,"0,39 €","0,92 €",Preis pro 1 Liter,(Dose 425 ML),aldi-sued,Konserven
75,Happy Harvest Aldi Süd Weisser Spargel in Stangen,"0,85 €","0,43 €",Preis pro 100 Gramm,(Dose 200 Gramm),aldi-sued,Konserven
76,"Lyttos  Griechische Aprikosen Halbe Frucht, geschält, gezuckert","0,79 €","0,21 €",Preis pro 100 ml,(Glas 370ml),aldi-sued,Konserven
77,Gartenkrone Manzanilla Spanische Grüne Oliven entsteint,"0,79 €","0,21 €",Preis pro 100 ml,(Glas 370ml),aldi-sued,Konserven
78,Primana Italienischer Tomate-Nudel Eintopf,"0,89 €","1,11 €",Preis pro 1 KG,(Dose 800 Gramm),aldi-sued,Konserven
79,Primana Hühner Nudeltopf,"0,89 €","1,11 €",Preis pro 1 KG,(Dose 800 Gramm),aldi-sued,Konserven
80,Gartenkrone Feinwürzige Gurken süß sauer,"0,59 €","1,11 €",Preis pro 1 KG,(Glas 530 Gramm),aldi-sued,Konserven
81,Sweet Valley Preiselbeeren,"0,99 €","2,48 €",Preis pro 1 KG,(Glas 400 Gramm),aldi-sued,Konserven
82,Lyttos Griechische Grüne Riesenoliven,"4,99 €","2,94 €",Preis pro 1 Liter,(Glas 1700 ML),aldi-sued,Konserven
83,Cucina Amarena-Kirschen,"2,59 €","5,63 €",Preis pro 1 KG,(Glas 460 Gramm),aldi-sued,Konserven
84,Traditionelle Genüsse 2 Rinder Rouladen in pikanter Bratensauce nach Hausmacher Art,"2,49 €","4,98 €",Preis pro 1 KG,(Dose 500 Gramm),aldi-sued,Konserven
85,Traditionelle Genüsse Gulasch halb & halb Rind- und Schweinefleisch nach Hausmacher Art,"2,49 €","4,98 €",Preis pro 1 KG,(Dose 500 Gramm),aldi-sued,Konserven
86,Traditionelle Genüsse Sauerfleisch,"1,89 €","0,63 €",Preis pro 100 Gramm,(Glas 300 Gramm),aldi-sued,Konserven
87,Traditionelle Genüsse Zwiebelfleisch,"1,89 €","0,63 €",Preis pro 100 Gramm,(Glas 300 Gramm),aldi-sued,Konserven
88,Traditionelle Genüsse Grünkohltopf mit Kasseler und Kartoffeln,"1,99 €","2,49 €",Preis pro 1 KG,(Dose 800 Gramm),aldi-sued,Konserven
89,Traditionelle Genüsse Schmorkohl Weißkohleintopf mit Kartoffeln und Schweinefleisch,"1,99 €","2,49 €",Preis pro 1 KG,(Dose 800 Gramm),aldi-sued,Konserven
90,Almare Bismarckhering,"1,49 €","2,98 €",Preis pro 1 KG,(Becher 500 Gramm),aldi-sued,Konserven
91,"Sweet Valley Sauerkirschen entsteint, gezuckert","1,39 €","1,93 €",Preis pro 1 Liter,(Glas 720 ML),aldi-sued,Konserven
92,Gartenkrone Gurkentopf süß-sauer,"0,85 €","0,80 €",Preis pro 1 KG,(Glas 1062 Gramm),aldi-sued,Konserven
93,Happy Harvest Champignons 3. Wahl - geschnitten,"0,49 €","0,16 €",Preis pro 100 ml,(Dose 314 ML),aldi-sued,Konserven
94,American Sandwich-Gurken,"0,99 €","1,38 €",Preis pro 1 Liter,(Glas 720 ML),aldi-sued,Konserven
95,Primana Fleischbällchen-Topf Grüne Bohnen mit 200 g Fleischbällchen,"1,49 €","1,86 €",Preis pro 1 KG,(Dose 800 Gramm),aldi-sued,Konserven
96,bio Aldi Süd Sellerie Salat,"0,89 €","0,28 €",Preis pro 100 Gramm,(Glas 320 Gramm),aldi-sued,Konserven
97,Gartenkrone Champignons 3. Wahl - geschnitten,"0,55 €","0,18 €",Preis pro 100 ml,(Dose 314 ML),aldi-sued,Konserven
98,Gartenkrone Champignons 1. Wahl - geschnitten,"0,89 €","0,28 €",Preis pro 100 ml,(Glas 314 ML),aldi-sued,Konserven
99,Cucina Ravioli Piccante,"0,99 €","1,24 €",Preis pro 1 KG,(Dose 800 Gramm),aldi-sued,Konserven
100,Almare Thunfisch in eigenem Saft,"0,85 €","1,06 €",Preis pro 1 KG,(Dose 800 Gramm),aldi-sued,Konserven
101,Almare Thunfisch in Öl,"0,79 €","0,32 €",Preis pro 100 Gramm,(Glas 250 Gramm),aldi-sued,Konserven
102,Happy Harvest Rote Kidneybohnen,"1,59 €","3,98 €",Preis pro 1 KG,(Dose 400 Gramm),aldi-sued,Konserven
103,Primana  Erbsen Eintopf mit Würstchen und Rauchspeck,"1,59 €","3,98 €",Preis pro 1 KG,(Dose 400 Gramm),aldi-sued,Konserven
104,Asia Chicken Vindaloo mit zartem Hühnerfleisch,"1,59 €","3,98 €",Preis pro 1 KG,(Dose 400 Gramm),aldi-sued,Konserven
105,Asia Thunfischfilet in Curry Sauce,"1,49 €","1,49 €",Preis pro 100 Gramm,(Dose 100 Gramm),aldi-sued,Konserven
106,Asia Thunfischfilet in Thai Sauce,"1,49 €","1,49 €",Preis pro 100 Gramm,(Dose 100 Gramm),aldi-sued,Konserven
107,Asia Thunfischfilet in Teriyaki Sauce,"1,49 €","1,49 €",Preis pro 100 Gramm,(Dose 100 Gramm),aldi-sued,Konserven
108,Asia Thunfischfilet in Piri-Mango Sauce,"1,49 €","1,49 €",Preis pro 100 Gramm,(Dose 100 Gramm),aldi-sued,Konserven
109,Asia Mungobohnenkeime für typisch asiatische Gerichte,"0,49 €","0,13 €",Preis pro 100 ml,(Glas 370 ML),aldi-sued,Konserven
110,Asia Bambussprossen in Scheiben,"0,49 €","0,13 €",Preis pro 100 ml,(Glas 370 ML),aldi-sued,Konserven
111,"Asia Asiatischer Fruchtcocktail mit Maracujasaft, leicht gezuckert","0,99 €","1,16 €",Preis pro 1 Liter,(Dose 850 ML),aldi-sued,Konserven
112,Asia Papaya Bällchen leicht gezuckert,"0,79 €","0,21 €",Preis pro 100 ml,(Glas 370 ML),aldi-sued,Konserven
113,Asia Ananas Bällchen leicht gezuckert,"0,79 €","0,21 €",Preis pro 100 ml,(Glas 370 ML),aldi-sued,Konserven
114,Lyttos Kichererbsen mit Olivenscheiben und Karotten in Tomatensauce,"1,69 €","6,04 €",Preis pro 1 KG,(Dose 280 Gramm),aldi-sued,Konserven
115,Lyttos Bohnensalat gemischte,"1,69 €","0,60 €",Preis pro 100 Gramm,(Dose 280 Gramm),aldi-sued,Konserven
116,Lyttos Gigant-Bohnen gebackene in Tomatensauce,"1,69 €","6,04 €",Preis pro 1 KG,(Dose 280 Gramm),aldi-sued,Konserven
117,Lyttos Linsen mit Gemüse,"1,69 €","6,04 €",Preis pro 1 KG,(Dose 280 Gramm),aldi-sued,Konserven
118,"Lyttos Griechische Aprikosen Halbe Frucht, geschält, gezuckert","1,39 €","1,64 €",Preis pro 1 KG,(Dose 850 Gramm),aldi-sued,Konserven
119,Lyttos Griechische Grüne Pfefferonen Mild-pikant,"0,99 €","0,20 €",Preis pro 100 Gramm,(Packung 500 Gramm),aldi-sued,Konserven
120,Lyttos Griechische Grüne Oliven mit Mandeln,"1,49 €","0,40 €",Preis pro 100 ml,(Glas 370 ML),aldi-sued,Konserven
121,Lyttos Griechische Grüne Oliven mit Knoblauch,"1,49 €","0,40 €",Preis pro 100 ml,(Glas 370 ML),aldi-sued,Konserven
122,Cucina Antipasti getrocknete Tomaten,"1,29 €","0,46 €",Preis pro 100 Gramm,(Glas 280 Gramm),aldi-sued,Konserven
123,Cucina Antipasti gegrillte Paprika,"1,29 €","4,61 €",Preis pro 1 KG,(Glas 280 Gramm),aldi-sued,Konserven
124,Primana Sauerkrauttopf mit Kasselerschulter und Kartoffeln,"1,69 €","2,11 €",Preis pro 1 KG,(Dose 800 Gramm),aldi-sued,Konserven
125,"Gartenkrone / Aldi Süd Schattenmorellen entsteint, gezuckert","0,65 €","0,90 €",Preis pro 1 Liter,(Glas 720 ML),aldi-sued,Konserven
126,Traditionelle Genüsse Herzhafte Landbockwurst in Eigenhaut,"2,99 €","2,90 €",Preis pro 1 KG,(Glas 1030 Gramm),aldi-sued,Konserven
127,Traditionelle Genüsse Zwetschgen Fruchtkreation,"1,79 €","0,31 €",Preis pro 100 Gramm,(Glas 570 Gramm),aldi-sued,Konserven
128,Traditionelle Genüsse Marillen Fruchtkreation,"1,79 €","0,31 €",Preis pro 100 Gramm,(Glas 570 Gramm),aldi-sued,Konserven
129,Genuss der Saison gekochte Mettwurst,"2,29 €","0,57 €",Preis pro 100 Gramm,(Packung 400 Gramm),aldi-sued,Konserven
0,John West Thunfischfilets Natur ohne Öl,"1,99 €","1,24 €",Preis pro 100 Gramm,(Dose 160 Gramm),edeka,Konserven
1,Mehlig & Heller Opas Weißer,"2,49 €","0,83 €",Preis pro 100 Gramm,(Glas 300 Gramm),edeka,Konserven
2,Jola Rindfleisch im eigenen Saft,"1,99 €","0,50 €",Preis pro 100 Gramm,(Dose 400 Gramm),edeka,Konserven
3,EDEKA Torten Pfirsiche in Schnitten gezuckert,"1,99 €","2,43 €",Preis pro 1 KG,(Dose 820 Gramm),edeka,Konserven
4,EDEKA Steinpilze,"1,79 €","0,84 €",Preis pro 100 ml,(Dose 212 ML),edeka,Konserven
5,Unsere Heimat Hausmacher Leberwurst,"4,79 €","2,52 €",Preis pro 100 Gramm,(Glas 190 Gramm),edeka,Konserven
6,EDEKA Selection MSC Weißer Thun Filets in eigenem Saft,"4,79 €","2,52 €",Preis pro 100 Gramm,(Glas 190 Gramm),edeka,Konserven
7,EDEKA Selection MSC Weißer Thun Filets in Olivenöl,"2,19 €","0,58 €",Preis pro 100 Gramm,(Packung 375 Gramm),edeka,Konserven
8,Edeka Gourmet Apfel Rotkohl mit Gänseschmalz,"1,09 €","3,35 €",Preis pro 1 KG,(Dose 325 Gramm),edeka,Konserven
9,Zimmermann Bayerische Mini Leberknödel,"1,15 €","3,54 €",Preis pro 1 KG,(Dose 325 Gramm),edeka,Konserven
10,Maggi Ein Teller Chili Con Carne,"1,49 €","0,44 €",Preis pro 100 Gramm,(Glas 340 Gramm),edeka,Konserven
11,Gut & Günstig Bratheringsfilets in würziger Marinade,"1,49 €","0,44 €",Preis pro 100 Gramm,(Glas 340 Gramm),edeka,Konserven
12,EDEKA Waldheidelbeeren,"1,29 €","1,61 €",Preis pro 1 KG,(Dose 800 Gramm),edeka,Konserven
13,Edeka Italia Mediterrane Passata Rustica Classic,"1,19 €","2,38 €",Preis pro 1 KG,(Glas 500 Gramm),edeka,Konserven
14,Gut & Günstig Gurkentopf pikant,"1,49 €","1,40 €",Preis pro 1 Liter,(Glas 1062 ML),edeka,Konserven
15,EDEKA Baked Beans Bohnen in Tomatensauce,"0,69 €","1,73 €",Preis pro 1 KG,(Dose 400 Gramm),edeka,Konserven
16,Hawesta extra zarte Heringsfilets in Pfeffer-Creme,"1,59 €","0,80 €",Preis pro 100 Gramm,(Dose 200 Gramm),edeka,Konserven
17,Mehlig & Heller Mutters Leberwurst,"2,49 €","0,83 €",Preis pro 100 Gramm,(Glas 300 Gramm),edeka,Konserven
18,Gut & Günstig Junge Erbsen mit Möhrchen extra fein,"0,99 €","1,24 €",Preis pro 1 KG,(Dose 800 Gramm),edeka,Konserven
19,Appel Heringsfilets in Piri-Mango-Creme,"1,59 €","0,80 €",Preis pro 100 Gramm,(Dose 200 Gramm),edeka,Konserven
20,Hawesta Balance zarte Heringsfilets in leichtem Salsa-Dressing,"1,39 €","0,73 €",Preis pro 100 Gramm,(Dose 190 Gramm),edeka,Konserven
21,La Comtesse Sardinen mit Piri Piri,"2,19 €","1,75 €",Preis pro 100 Gramm,(Dose 125 Gramm),edeka,Konserven
22,Streit Schaschlik,"2,69 €","5,38 €",Preis pro 1 KG,(Dose 500 Gramm),edeka,Konserven
23,"EDEKA Thunfisch Filets In eigenem Saft und Aufguss,","2,19 €","1,18 €",Preis pro 100 Gramm,(Dose 185 Gramm),edeka,Konserven
24,Gut & Günstig Heringsfilets in Tomatencocktail,"0,79 €","0,40 €",Preis pro 100 Gramm,(Dose 200 Gramm),edeka,Konserven
25,Gut & Günstig Ravioli in Tomatensauce,"0,89 €","1,11 €",Preis pro 1 KG,(Dose 800 Gramm),edeka,Konserven
26,"EDEKA Lychees entsteint, gezuckert","1,29 €","3,04 €",Preis pro 1 KG,(Dose 425 Gramm),edeka,Konserven
27,EDEKA Kidney Bohnen dunkelrot,"0,59 €","1,48 €",Preis pro 1 KG,(Dose 400 Gramm),edeka,Konserven
28,EDEKA Chili Bohnen feurig mexikanisch,"0,69 €","1,73 €",Preis pro 1 KG,(Dose 400 Gramm),edeka,Konserven
29,Gut & günstig Pfifferlinge unsortiert,"1,09 €","0,66 €",Preis pro 100 Gramm,(Dose 165 Gramm),edeka,Konserven
30,Gut & günstig Schwarze Oliven entsteint,"0,69 €","0,19 €",Preis pro 100 ml,(Glas 370 ML),edeka,Konserven
31,Hawesta extra zarte Heringsfilets in Toskana-Sauce,"1,59 €","0,80 €",Preis pro 100 Gramm,(Dose 200 Gramm),edeka,Konserven
32,Appel Heringsfilets Tomate & Curry,"1,59 €","0,80 €",Preis pro 100 Gramm,(Dose 200 Gramm),edeka,Konserven
33,Maggi Ravioli in pikanter Sauce,"1,29 €","1,61 €",Preis pro 1 KG,(Dose 800 Gramm),edeka,Konserven
34,Gut & Günstig Champignons 3. Wahl - geschnitten,"0,49 €","0,18 €",Preis pro 100 Gramm,(Dose 280 Gramm),edeka,Konserven
35,"Gut & Günstig Stangenspargel weiß, geschält","0,99 €","0,38 €",Preis pro 100 Gramm,(Glas 370 ML),edeka,Konserven
36,Erasco Hühner Nudeltopf mit frischem Gemüse,"1,49 €","1,86 €",Preis pro 1 KG,(Dose 800 Gramm),edeka,Konserven
37,"Edeka SchlemmerKüche Thunfisch-Filets geschnitten, ohne Öl","1,59 €","0,86 €",Preis pro 100 Gramm,(Dose 185 Gramm),edeka,Konserven
38,"Edeka SchlemmerKüche Thunfisch-Filets 2-er Pack geschnitten, ohne Öl, 2 x 80 g","1,39 €","0,87 €",Preis pro 100 Gramm,(Packung 160 Gramm),edeka,Konserven
39,"Rio Grande Pfirsiche halbe Frucht, gezuckert","1,69 €","2,06 €",Preis pro 1 KG,(Dose 820 Gramm),edeka,Konserven
40,Gut & Günstig Wiener Würstchen,"2,09 €","6,97 €",Preis pro 1 KG,"(Glas 300 Gramm, 6 x 50 g)",edeka,Konserven
41,EDEKA Gourmet Apfel Rotkohl,"1,09 €","2,73 €",Preis pro 1 KG,(Beutel 400 Gramm),edeka,Konserven
42,Gut & günstig Makrelen Filets in Öl,"1,29 €","1,03 €",Preis pro 100 Gramm,(Dose 125 Gramm),edeka,Konserven
43,Unsere Heimat Bratwurst,"3,99 €","1,00 €",Preis pro 100 Gramm,(Dose 400 Gramm),edeka,Konserven
44,EDEKA Brechbohnen jung extra fein,"0,99 €","1,38 €",Preis pro 1 Liter,(Glas 720 ML),edeka,Konserven
45,Gut & Günstig Bauernfrühstück,"1,09 €","2,73 €",Preis pro 1 KG,(Glas 400 Gramm),edeka,Konserven
46,EDEKA Maiskolben vakuum verpackt,"1,99 €","0,83 €",Preis pro 100 Gramm,(Dose 240 Gramm),edeka,Konserven
47,EDEKA Chili Mix,"1,29 €","0,43 €",Preis pro 100 Gramm,(Packung 300 Gramm),edeka,Konserven
48,EDEKA Pilztopf,"1,09 €","2,56 €",Preis pro 1 Liter,(Dose 425 ML),edeka,Konserven
49,EDEKA Schattenmorellen,"1,78 €","1,11 €",Preis pro 100 Gramm,(Dose 160 Gramm),edeka,Konserven
50,Unsere Heimat Presswurst weiß,"1,79 €","1,56 €",Preis pro 100 Gramm,(Dose 115 Gramm),edeka,Konserven
51,Hawesta extra zarte Heringsfilets in Meerrettich-Creme,"1,59 €","0,80 €",Preis pro 100 Gramm,(Dose 200 Gramm),edeka,Konserven
52,Appel Heringsfilets Tomate Mozzarella,"1,59 €","0,80 €",Preis pro 100 Gramm,(Dose 200  Gramm),edeka,Konserven
53,Erasco Grüne Bohnen-Topf aus erntefrischen Bohnen,"2,19 €","2,74 €",Preis pro 1 KG,(Dose 800 Gramm),edeka,Konserven
54,Erasco Spätzletopf mit Linsen,"2,19 €","2,74 €",Preis pro 1 KG,(Dose 800 Gramm),edeka,Konserven
55,Sonnen Bassermann Mein Apfelmus,"0,99 €","2,68 €",Preis pro 1 Liter,(Glas 370 ML),edeka,Konserven
56,Kühne Puszta Salat,"1,49 €","4,03 €",Preis pro 1 Liter,(Glas 370 ML),edeka,Konserven
57,Die Thüringer Leberwurst im Glas,"1,99 €","0,66 €",Preis pro 100 Gramm,(Glas 300 Gramm),edeka,Konserven
58,Larsen Filets vom Wildlachs Chili Limone,"2,49 €","1,25 €",Preis pro 100 Gramm,(Dose 200 Gramm),edeka,Konserven
59,Bonduelle Goldmais,"0,99 €","2,33 €",Preis pro 1 Liter,"(Dose 425 ML, 300 Gramm)",edeka,Konserven
60,Kühne Gewürzgurken Das Original,"1,29 €","1,79 €",Preis pro 1 Liter,(Glas 720 ML),edeka,Konserven
61,Rügen Fisch Heringsfilets in Tomaten-Creme,"0,89 €","0,45 €",Preis pro 100 Gramm,(Dose 200 Gramm),edeka,Konserven
62,"Edeka Rio Grande Birnen Halbe Frucht, gezuckert","1,59 €","1,94 €",Preis pro 1 KG,(Dose 820 Gramm),edeka,Konserven
63,"Rio Grande Mangos in Scheiben, gezuckert","1,09 €","2,56 €",Preis pro 1 KG,(Dose 425 Gramm),edeka,Konserven
64,"Rio Grande Schattenmorellen entsteint, gezuckert","1,69 €","2,49 €",Preis pro 1 KG,(Glas 680 Gramm),edeka,Konserven
65,EDEKA China Gemüse,"0,89 €","0,27 €",Preis pro 100 Gramm,(Glas 330 Gramm),edeka,Konserven
66,EDEKA Apfelmus gezuckert,"1,29 €","1,79 €",Preis pro 1 KG,(Glas 720 Gramm),edeka,Konserven
67,EDEKA Schnittbohnen jung sehr fein,"0,99 €","1,38 €",Preis pro 1 Liter,(Glas 720 ML),edeka,Konserven
68,Gut & Günstig Bratheringsfilets im Glas,"1,89 €","3,78 €",Preis pro 1 KG,(Glas 500 Gramm),edeka,Konserven
69,gut & günstig Grobe Leberwurst Hausmacher Art,"1,39 €","0,56 €",Preis pro 100 Gramm,(Glas 250 Gramm),edeka,Konserven
70,Hawesta extra zarte Heringsfilets in Tomaten-Creme,"1,59 €","0,80 €",Preis pro 100 Gramm,(Dose 200 Gramm),edeka,Konserven
